Empresa,Receita Líq.,Lucro Líquido,Rentabilidade Receita,Capital de Giro,Sub-região,Cidade
SOFTQUALY SOLUCOES EMPRESARIAIS LTDA,ND,ND,ND,ND,,Pinhais
SOIKA COMERCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,,Almirante Tamandaré
SOLES ALIMENTOS REFEIÇÕES INDUSTRIAIS CORPORATIVAS LTDA,ND,ND,ND,ND,,Curitiba
SOLO VIVO INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA,ND,ND,ND,ND,,Araucária
SOLOFILER IND E COM DE CALC FINOS,ND,ND,ND,ND,,Colombo
SOLOFINO IND E COM DE CAL E CALCAREO,ND,ND,ND,ND,,Colombo
SOLUCAO ADESIVOS E SELANTES LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA,ND,ND,ND,ND,,Curitiba
SONAEX S A INDUSTRIA COMERCIO ACO,ND,ND,ND,ND,,Curitiba
SORVETES BAPKA IND COM SORVETES LTD A,ND,ND,ND,ND,,Curitiba
SORVETY INDÚSTRIA E COMÉRCIO DE SORVETES LTDA,ND,ND,ND,ND,,Curitiba
SOUTH GLASS INDÚSTRIA E COMÉRCIO DE VIDROS LTDA,ND,ND,ND,ND,,Araucária
SPAIPA S/A INDUSTRIA BRASILEIRA DE BEBIDAS,ND,ND,ND,ND,,Curitiba
SPAL INDUSTRIA BRASILEIRA DE BEBIDA S/A,ND,ND,ND,ND,,Curitiba
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S.A,ND,ND,ND,ND,,Araucária
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A,ND,ND,ND,ND,,Curitiba
SPAL INDUSTRIA BRASILEIRA DE BEBIDAS SA,ND,ND,ND,ND,,Curitiba
SPECIAL COLOR IMPORTAÇÃO EXP E COM DE TINTAS E VERNIZES LTDA,ND,ND,ND,ND,,Araucária
SPECIARIA COMÉRCIO DE ALIMENTOS LTD,ND,ND,ND,ND,,Curitiba
SPERAFICO AGROIND LTDA - FILIAL CUR ITIBA,ND,ND,ND,ND,,Curitiba
SRA ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA.,ND,ND,ND,ND,,Curitiba
"SS TRADE IMP, EXP E REPRESENTAÇÃO COMERCIAL LTDA",ND,ND,ND,ND,,Araucária
SSM DO BRASIL - ESTRUTURAS METALICAS E EQUIPAMENTOS ELETRICOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
SSM SOLUCOES METALICAS PARA ENERGIAS RENOVAVEIS EIRELI,ND,ND,ND,ND,,Curitiba
STANKEVECZ & CRUZ LTDA - ME,ND,ND,ND,ND,,São José dos Pinhais
STARMOBILE COMERCIO DE INFORMATICA E SERVICOS EIRELI,ND,ND,ND,ND,,Curitiba
STEDILE PERBONI & CIA. LTDA.,ND,ND,ND,ND,,Curitiba
STEEL PRODUCTS DO BRASIL LTDA - ME,ND,ND,ND,ND,,Curitiba
STERLITE CONDUSPAR INDUSTRIAL LTDA,ND,ND,ND,ND,,São José dos Pinhais
STERMAX PRODUTOS MEDICOS LTDA - ME,ND,ND,ND,ND,,Pinhais
STOBAG DO BRASIL LTDA,ND,ND,ND,ND,,São José dos Pinhais
STOCK TECH S.A. ARMAZENS GERAIS,ND,ND,ND,ND,,Pinhais
"STRAPASSON & STRAPASSON COMERCIO DE QUEIJOS, SALAMES E VINHOS LTDA",ND,ND,ND,ND,,Curitiba
STRAPASSON COMÉRCIO DE ALIMENTOS LTDA - ME,ND,ND,ND,ND,,Campo Largo
STRAPASSON E FILHOS PRODUÇÃO E COMERCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,,Colombo
STRATURA ASFALTOS S.A.,ND,ND,ND,ND,,Campo Largo
STYLLO COMÉRCIO DE TINTAS LTDA,ND,ND,ND,ND,,Pinhais
STYLO - ALUMINIOS LTDA,ND,ND,ND,ND,,Curitiba
SUCATEC SUCATAS DE METAIS LTDA,ND,ND,ND,ND,,Curitiba
SUELI F PERINAZZO,ND,ND,ND,ND,,Pinhais
SUELY MENDONCA MENDES VARGAS ME,ND,ND,ND,ND,,Curitiba
SUL BALANCAS INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,,Curitiba
SUL DEFENSIVOS AGRÍCOLAS LTDA,ND,ND,ND,ND,,Araucária
SULIFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA - EPP,ND,ND,ND,ND,,Pinhais
SULINA EMBALAGENS LTDA,ND,ND,ND,ND,,Curitiba
SULZER PUMPS WASTEWATER BRASIL LTDA,ND,ND,ND,ND,,Curitiba
SUMITOMO RUBBER DO BRASIL LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
SUN CHEMICAL DO BRASIL LTDA,ND,ND,ND,ND,,Curitiba
SUPER G DISTRIBUIDORA DE PRODUTOS ALIMENTÍCIOS LTDA,ND,ND,ND,ND,,Curitiba
SUPER MICHEL SUPERMERCADOS LTDA,ND,ND,ND,ND,,Curitiba
SUPER VITORIA PINHAIS LTDA - ME,ND,ND,ND,ND,,Pinhais
SUPER VOBISPO CIA DE VAREJO E SERVICOS LTDA,ND,ND,ND,ND,,Curitiba
SUPERFICIE LTDA,ND,ND,ND,ND,,Araucária
SUPERFRIO ARMAZENS GERAIS S.A,ND,ND,ND,ND,,São José dos Pinhais
SUPERFRIO ARMAZENS GERAIS S.A.,ND,ND,ND,ND,,São José dos Pinhais
SUPERGASBRAS DISTRIBUIDORA GAS LTDA,ND,ND,ND,ND,,Araucária
SUPERGASBRAS ENERGIA LTDA,ND,ND,ND,ND,,Araucária
SUPERLIDER COMERCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,,Campina Grande do Sul
SUPERMERCADO AGUIA LTDA,ND,ND,ND,ND,,Piraquara
SUPERMERCADO ALTAS HORAS LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO ARACATUBA LTDA,ND,ND,ND,ND,,Campina Grande do Sul
SUPERMERCADO BONI LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO BOZA LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
SUPERMERCADO BOZA LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
SUPERMERCADO BOZA LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
SUPERMERCADO BOZA LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
SUPERMERCADO BOZA LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
SUPERMERCADO BOZA LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
SUPERMERCADO BOZA LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
SUPERMERCADO BOZA LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
SUPERMERCADO BOZA LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
SUPERMERCADO CLEILIANE LTDA,ND,ND,ND,ND,,São José dos Pinhais
SUPERMERCADO CURITIBA N & N LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO ECONOMICO ARAUCARIA LTDA,ND,ND,ND,ND,,Araucária
SUPERMERCADO GUAITA LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,Pinhais
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,Piraquara
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,Piraquara
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,São José dos Pinhais
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,São José dos Pinhais
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,São José dos Pinhais
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,São José dos Pinhais
SUPERMERCADO JACOMAR LTDA,ND,ND,ND,ND,,São José dos Pinhais
SUPERMERCADO MATIAS LTDA,ND,ND,ND,ND,,Almirante Tamandaré
SUPERMERCADO MENUDO LTDA,ND,ND,ND,ND,,Colombo
SUPERMERCADO MOTTIN LTDA,ND,ND,ND,ND,,Campina Grande do Sul
SUPERMERCADO REAL MAXXI GULA 2 LTDA,ND,ND,ND,ND,,Piraquara
SUPERMERCADO ROMULO ROBERTO LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO SUPERPAO LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO SUPERPÃO LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO SUPERPÃO LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADO WOLFE LTDA ME,ND,ND,ND,ND,,Curitiba
SUPERMERCADOS BARCELON LTDA,ND,ND,ND,ND,,Contenda
SUPERMERCADOS BARCELON LTDA,ND,ND,ND,ND,,Lapa
SUPERMERCADOS EUCALIPTOS LTDA,ND,ND,ND,ND,,Colombo
SUPERMERCADOS TISSI LTDA,ND,ND,ND,ND,,Campo Largo
SUPERMERCADOS TISSI LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADOS TISSI LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADOS TISSI LTDA,ND,ND,ND,ND,,Curitiba
SUPERMERCADOS TISSI LTDA,ND,ND,ND,ND,,Curitiba
SUPERMIX CONCRETO S A,ND,ND,ND,ND,,Curitiba
SUPERSTAMP ESTAMPARIA INDUSTRIAL LTDA,ND,ND,ND,ND,,Araucária
SUPERVAL LTDA,ND,ND,ND,ND,,Araucária
SURKAMP & FRANCISQUETTI LTDA,ND,ND,ND,ND,,Curitiba
SUZANO S.A.,ND,ND,ND,ND,,São José dos Pinhais
SWEDISH MATCH DO BRASIL S/A,ND,ND,ND,ND,,Curitiba
SWISS BAKER PANIFICADORA E CONFEITARIA LTDA,ND,ND,ND,ND,,Curitiba
SWISSE CONFEITARIA E RESTAURANTE LTDA - ME,ND,ND,ND,ND,,Curitiba
SYNCREON LOGÍSTICA S.A.,ND,ND,ND,ND,,São José dos Pinhais
SYSMEX DO BRASIL INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,,São José dos Pinhais
SYX GLOBAL,ND,ND,ND,ND,,Campo Largo
T I BRASIL INDUSTRIA COMERCIO LTDA,ND,ND,ND,ND,,Curitiba
TAB TAPETES ARTESANAIS BARSIL LTDA,ND,ND,ND,ND,,Curitiba
TABERCOLOR INDUSTRIAL LTDA,ND,ND,ND,ND,,Araucária
TACO - AR COMÉRCIO E INDÚSTRIA DE E MENTOS AUTOMOTIVOS LTDA,ND,ND,ND,ND,,Curitiba
TACO EL PANCHO RESTAURANTE LTDA,ND,ND,ND,ND,,Curitiba
TAIM CADE BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA,ND,ND,ND,ND,,Almirante Tamandaré
TALENTO INDUSTRIA DE TINTAS LTDA,ND,ND,ND,ND,,Curitiba
TALLADIUM DO BRASIL PROD DE PROTESE DENTARIA,ND,ND,ND,ND,,Curitiba
TAM LINHAS AEREAS S/A,ND,ND,ND,ND,,São José dos Pinhais
TAMPAFLEX INDUSTRIAL LTDA,ND,ND,ND,ND,,Curitiba
TÂNIA LÚCIA SACCHETTO KRUKLIS,ND,ND,ND,ND,,Curitiba
"TANKSPAR INDUSTRIA, COMERCIO E RENO VADORA DE IMPLEMENTOS ROD",ND,ND,ND,ND,,Colombo
TANREJ'S PANIFICADORA LTDA,ND,ND,ND,ND,,Curitiba
TARCILIO COMÉRCIO DE CARNES E FRIOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
TATIANA RUBIA PEREIRA FURTADO,ND,ND,ND,ND,,Curitiba
TAURINO'S ORGANIC LTDA,ND,ND,ND,ND,,Curitiba
TAURUS BLINDAGENS LTDA,ND,ND,ND,ND,,Mandirituba
TAURUS BLINDAGENS LTDA,ND,ND,ND,ND,,Mandirituba
TAURUS CAPACETES LTDA,ND,ND,ND,ND,,Mandirituba
TAURUS HELMETS INDÚSTRIA PLÁSTICA LTDA,ND,ND,ND,ND,,Mandirituba
TB SERV TRANSP LIMP GERENCIAM RH LT DA,ND,ND,ND,ND,,Curitiba
TCE ENGENHARIA LTDA,ND,ND,ND,ND,,Curitiba
TDS INSTRUMENTAL TECNOLOGICA LTDA,ND,ND,ND,ND,,Tijucas do Sul
TEA ARIADNA COELHO SILVA - ME,ND,ND,ND,ND,,Curitiba
TECHNOCOAT ARTEFATOS DE PAPEL LTDA,ND,ND,ND,ND,,Araucária
TECHSIGHT INFORMATICA E AUTOMAÇÃO LTDA,ND,ND,ND,ND,,Curitiba
TECLAB LABORATÓRIOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
TECMEDIC COMERCIO DE PRODUTOS MEDICOS LTDA.,ND,ND,ND,ND,,Curitiba
TECNAUT ENGENHARIA E INSTALAÇÕES INDUSTRIAIS LTDA - ME,ND,ND,ND,ND,,Fazenda Rio Grande
TECNICA BLOCOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
TECNICA COMÉRCIO E REPARAÇÃO DE EQUIPAMENTOS PARA INFORMÁTICA LTDA,ND,ND,ND,ND,,Curitiba
TECNO RECYCLING INDUSTRIA E COMÉRCI DE MATERIAIS PLÁSTICOS LTDA,ND,ND,ND,ND,,Campina Grande do Sul
TECNO SCALE COMERCIO DE EQUIPAMENTOS LTDA,ND,ND,ND,ND,,Curitiba
TECNO TOOLING MECHANICAL LTDA,ND,ND,ND,ND,,Pinhais
TECNOBARRAS INDUSTRIA E COMERCIO - EIRELI,ND,ND,ND,ND,,Curitiba
TECNOGLOBO EQUIPAMENTOS LTDA,ND,ND,ND,ND,,Curitiba
TECNOL - TECNOLOGIA EM POLIMEROS S/A,ND,ND,ND,ND,,Colombo
TECNOLOGIA E SERVICOS ZATEC LTDA,ND,ND,ND,ND,,Curitiba
TECNOTAM SOLUÇÕES AMBIENTAIS LTDA,ND,ND,ND,ND,,Balsa Nova
TECNOTUBOS TECNOLOGIA EM TUBOS DE CONCRETO LTDA,ND,ND,ND,ND,,Campo Largo
TECNOVA INDUSTRIA E COMERCIO DE MATERIAIS LTDA,ND,ND,ND,ND,,Araucária
TECNOWELDING COMERCIO LTDA. EPP,ND,ND,ND,ND,,Curitiba
TECTRONICS SISTEMAS ELETRONICOS LTDA.,ND,ND,ND,ND,,Pinhais
TECVERDE ENGENHARIA S.A.,ND,ND,ND,ND,,Araucária
TEFA TECNOLOGIA EM FUNDIÇÃO DE ALUMINIO SA,ND,ND,ND,ND,,São José dos Pinhais
TEGAPE IMPORTACAO E COMERCIO DE TECIDOS TECNICOS LTDA,ND,ND,ND,ND,,Colombo
TEIKON TECNOLOGIA INDUSTRIAL S/A,ND,ND,ND,ND,,São José dos Pinhais
TELEFÔNICA DO BRASIL S/A,ND,ND,ND,ND,,São José dos Pinhais
TELEFÔNICA SERVIÇOS EMPRESARIAIS DO BRASIL LTDA,ND,ND,ND,ND,,São José dos Pinhais
TEMPEX INDUSTRIA E COMERCIO DE VIDROS LTDA,ND,ND,ND,ND,,Pinhais
TEREZA SHIBATA DE SOUZA,ND,ND,ND,ND,,Curitiba
TERMINAL MULTIMODAL DE GRAOS E FERTILIZANTES S.A.,ND,ND,ND,ND,,Curitiba
TERMOTÉCNICA LTDA,ND,ND,ND,ND,,São José dos Pinhais
TERRA MAQUINAS EQUIPAMENTOS E CONSTRUCOES LTDA,ND,ND,ND,ND,,São José dos Pinhais
TERRA RICA INDUSTRIA COMERCIO CALCA REOS,ND,ND,ND,ND,,Almirante Tamandaré
TERRA RICA INDUSTRIA COMERCIO CALCA REOS,ND,ND,ND,ND,,Almirante Tamandaré
TERRITÓRIO CURITIBANO LTDA,ND,ND,ND,ND,,Curitiba
TESTURITE INDUSTRIAL BRASILEIRA LTDA,ND,ND,ND,ND,,Pinhais
THE FIFTIES COMÉRCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,,Curitiba
THEORY OF POWER ENGENHARIA LTDA,ND,ND,ND,ND,,Campo Largo
THERMOKEY DO BRASIL INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS LTDA,ND,ND,ND,ND,,Curitiba
THINK SERVIÇOS DE INFORMATICA LTDA,ND,ND,ND,ND,,Curitiba
THOMAZ PLAST INDUSTRIA E COMÉRCIO DE PLÁSTICOS LTDA,ND,ND,ND,ND,,Araucária
THORUS TAXI AEREO- AERO SERVICE LTDA,ND,ND,ND,ND,,São José dos Pinhais
THUR FER INDUSTRIA METALURGICA LTDA,ND,ND,ND,ND,,Curitiba
THYSSENKRUPP AUTOMOTIVE SYSTEMS INDUSTRIAL DO BRASIL LTDA,ND,ND,ND,ND,,São José dos Pinhais
THYSSENKRUPP MÓDULOS AUTOMOTIVOS DO BRASIL LTDA.,ND,ND,ND,ND,,São José dos Pinhais
THYSSENKRUPP PRESTA BRASIL LTDA.,ND,ND,ND,ND,,São José dos Pinhais
TI AUTOMACAO E SERVICOS,ND,ND,ND,ND,,Curitiba
TI BRASIL IND E COM LTDA,ND,ND,ND,ND,,São José dos Pinhais
TIAGO CRUZ VILELA - MINI MERCADO ME,ND,ND,ND,ND,,Pinhais
TIBAGI MINERAÇÃO LTDA,ND,ND,ND,ND,,São José dos Pinhais
TIGIS PAES E DOCES LTDA - EPP,ND,ND,ND,ND,,Curitiba
TIGRA DO BRASIL LTDA,ND,ND,ND,ND,,Curitiba
TIM CELULAR S.A.,ND,ND,ND,ND,,São José dos Pinhais
"TIMBER CREEK FARMS, IND. COM. IMPORTACAO E EXP. S/A.",ND,ND,ND,ND,,Piên
TINGUI FACTORY ALIMENTOS LTDA,ND,ND,ND,ND,,Colombo
TINTAS ALESSI LTDA - EPP,ND,ND,ND,ND,,Mandirituba
TINTAS SIL INDUSTRIA E COMERCIO DE TINTAS LTDA - ME,ND,ND,ND,ND,,Araucária
TIROLEZA ALIMENTOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
TLOG TRANSPORTES LTDA,ND,ND,ND,ND,,São José dos Pinhais
TMT MOTOCO DO BRASIL LTDA,ND,ND,ND,ND,,Campo Largo
TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS LTDA,ND,ND,ND,ND,,São José dos Pinhais
TOFANELLI & FERREIRA LTDA,ND,ND,ND,ND,,Curitiba
TOFUTURA INDÚSTRIA DE ALIMENTOS LTDA,ND,ND,ND,ND,,Campo Largo
TOHO - LABORATORIO INDL DE COSMETIC E ALIMENTOS NUTRICIONAIS LTDA - ME,ND,ND,ND,ND,,Colombo
TOLEDO DO BRASIL INDÚSTRIA DE BALANÇAS LTDA,ND,ND,ND,ND,,Curitiba
TOLEDO DO BRASIL INDÚSTRIA DE BALANÇAS LTDA,ND,ND,ND,ND,,Pinhais
TOMASONI INDUSTRIA DE MAQUINAS LTDA,ND,ND,ND,ND,,Pinhais
TOOLPLAST ARTEFATOS PLÁSTICOS LTDA,ND,ND,ND,ND,,Campo Largo
TOP AVESTRUZ CRIACAO IMP EXP LTDA,ND,ND,ND,ND,,Curitiba
TOPDATA SISTEMAS DE AUTOMACAO LTDA,ND,ND,ND,ND,,Curitiba
TOPLASTIC PRODUTOS ALIMENTICIOS LTD A,ND,ND,ND,ND,,Pinhais
TORELLO COMERCIO DE CARNES LTDA,ND,ND,ND,ND,,Curitiba
TORRES SUPERMERCADOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
TORTUGA PRODUTOS DE BORRACHA LTDA,ND,ND,ND,ND,,Araucária
TOSHIBA AMERICA DO SUL LTDA.,ND,ND,ND,ND,,Curitiba
TOSHIBA SISTEMAS DE TRANSMISSÃO LTD,ND,ND,ND,ND,,Curitiba
TOTAL BIOTECNOLOGIA INDUSTRIA E COMERCIO S/A,ND,ND,ND,ND,,Curitiba
TOTAL EDITORA LTDA,ND,ND,ND,ND,,Curitiba
TOYAMA DO BRASIL MÁQUINAS LTDA,ND,ND,ND,ND,,Araucária
TOYOTA MATERIAL HANDLING MERCOSUR IND. E COM. DE EQUIP. LTDA.,ND,ND,ND,ND,,São José dos Pinhais
TRADICIONAL CAFETERIA E DOCERIA LTDA,ND,ND,ND,ND,,Curitiba
TRANE DO BRASIL IND. E COM. DE PROD PARA CONDICIONAMENTO DE AR LTDA,ND,ND,ND,ND,,Araucária
TRANSBRASIL S A LINHAS AEREAS,ND,ND,ND,ND,,São José dos Pinhais
TRANSFRIOS TRANSPORTES LTDA,ND,ND,ND,ND,,São José dos Pinhais
TRANSLOCAL TRANSPORTES LTDA,ND,ND,ND,ND,,Campo Largo
TRANSMARINE SOLUCOES LOGISTICAS LTDA,ND,ND,ND,ND,,Curitiba
"TRANSMEAT LOGÍSTICA, TRANSPORTES E",ND,ND,ND,ND,,Colombo
TRANSPORTADORA AMERICANA LTDA,ND,ND,ND,ND,,Curitiba
TRANSPORTADORA PLIMOR LTDA,ND,ND,ND,ND,,Curitiba
TRANSPORTADORA RAPIDO PARANA LTDA,ND,ND,ND,ND,,Curitiba
TRANSPORTES IMEDIATO LTDA,ND,ND,ND,ND,,São José dos Pinhais
TRANSPORTES TRANSLOVATO LTDA,ND,ND,ND,ND,,São José dos Pinhais
TRANSRESIDUOS AMBIENTAL S/A,ND,ND,ND,ND,,Curitiba
TRANSRESIDUOS TRANSPORTES RESIDUOS LTDA,ND,ND,ND,ND,,Curitiba
TREELONG S.A. - LOGISTICA E DISTRIB,ND,ND,ND,ND,,Curitiba
TRENTIN E OLIVEIRA LTDA - ME,ND,ND,ND,ND,,Pinhais
TRES RIOS EXTRAÇÃO E COMERCIO DE AREIA E ARGILA LTDA,ND,ND,ND,ND,,São José dos Pinhais
TRESOR - METAIS NOBRES LTDA - ME,ND,ND,ND,ND,,Curitiba
TREVES DO BRASIL LTDA,ND,ND,ND,ND,,Quatro Barras
TRIBUNAL DE CONTAS DO ESTADO DO PARANA,ND,ND,ND,ND,,Curitiba
TRIBUNAL REGIONAL DO TRABALHO DA 9ª REGIÃO,ND,ND,ND,ND,,Curitiba
TRIBUNAL REGIONAL ELEITORAL DO PARANÁ,ND,ND,ND,ND,,Curitiba
TRIGALHOS INDUSTRIA DE ALIMETOS LTDA,ND,ND,ND,ND,,Curitiba
TRIMAZA - INDUSTRIA E COMERCIO LTDA - ME,ND,ND,ND,ND,,Pinhais
TRIOFORT COMERCIAL DE ALIMENTOS LTDA,ND,ND,ND,ND,,Curitiba
TRIPACON COMERCIO DE TRIPAS E CONDIMENTOS LTDA ME,ND,ND,ND,ND,,Curitiba
TRIPAMAR COMERCIO DE EQUIPAMENTOS INDUSTRIAIS LTDA,ND,ND,ND,ND,,Curitiba
TROMBINI EMBALAGENS S/A,ND,ND,ND,ND,,Curitiba
TROMBINI EMBALAGENS S/A,ND,ND,ND,ND,,Curitiba
TROMBINI INDUSTRIAL S.A.,ND,ND,ND,ND,,Curitiba
TROPIC LEGNO IND. E COM. DE MADEIRAS LTDA,ND,ND,ND,ND,,São José dos Pinhais
TROPICAL COMÉRIO DE TINTAS LTDA,ND,ND,ND,ND,,Curitiba
TROX DO BRASIL DIFUSÃO DE AR ACUSTI FILT. VENT.LTDA,ND,ND,ND,ND,,Curitiba
TRUFER COMERCIO DE SUCATAS LTDA,ND,ND,ND,ND,,São José dos Pinhais
TRUTZSCHLER INDUSTRIA E COMERCIO DE MÁQUINAS LTDA,ND,ND,ND,ND,,Curitiba
TS - COMERCIO DE GAS VEICULAR LTDA,ND,ND,ND,ND,,Colombo
TS INDUSTRIA E COMERCIO DE TRIPAS SA,ND,ND,ND,ND,,Pinhais
TSINFRA,ND,ND,ND,ND,,Curitiba
TSK DO BRASIL LTDA,ND,ND,ND,ND,,Colombo
TSOUKANOVA CAMACHO COM ALIMENTOS LT DA,ND,ND,ND,ND,,Curitiba
TUCUMANN ENGENHARIA E EMPREENDIMENTOS LTDA,ND,ND,ND,ND,,Curitiba
TV - TECNICA VIARIA CONSTRUCOES LTD,ND,ND,ND,ND,,Curitiba
UBIRATA LOPES PACCINI,ND,ND,ND,ND,,Curitiba
UBRAFER FERRAMENTAS LTDA,ND,ND,ND,ND,,Curitiba
UCHAKI INDUSTRIA METALURGICA LTDA,ND,ND,ND,ND,,São José dos Pinhais
ULTRAFERTIL S.A.,ND,ND,ND,ND,,Araucária
UNIÃO DOS ESCOTEIROS DO BRASIL,ND,ND,ND,ND,,Curitiba
UNIBRASPE - BRASILEIRA DE PETROLEO S/A,ND,ND,ND,ND,,Araucária
UNIDADE FERTIL,ND,ND,ND,ND,,Curitiba
UNIDOCK'S ASSESSORIA E LOGISTICA DE MATERIAIS LTDA,ND,ND,ND,ND,,São José dos Pinhais
UNIFIL AZ INDÚSTRIA E COMÉRCIO DE PLÁSTICOS LTDA,ND,ND,ND,ND,,Curitiba
UNIFORTE INDUSTRIA E COMERCIO DE FERRAGENS LTDA - EPP,ND,ND,ND,ND,,São José dos Pinhais
UNIFRIO COM EQUIP REFRIGERACAO LTDA,ND,ND,ND,ND,,Curitiba
UNIKA LTDA,ND,ND,ND,ND,,Curitiba
UNIVALDO VEDANA,ND,ND,ND,ND,,Curitiba
UNIVERSIDADE FEDERAL DO PARANÁ,ND,ND,ND,ND,,Curitiba
UNIVERSIDADE FEDERAL PARANA,ND,ND,ND,ND,,Curitiba
UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,ND,ND,ND,ND,,Curitiba
UNYQUE ENGENHARIA E EQUIPAMENTOS LTDA,ND,ND,ND,ND,,Araucária
URBEN SA,ND,ND,ND,ND,,Almirante Tamandaré
UREPLAST INDUSTRIA E COMÉRCIO LTDA,ND,ND,ND,ND,,Curitiba
USIBLOCK INDUSTRIA MECÂNICA LTDA,ND,ND,ND,ND,,Curitiba
USILAB SOLUCOES EM USINAGEM LTDA,ND,ND,ND,ND,,São José dos Pinhais
USINA BENEFICIAMENTO LEITE LATCO LT DA,ND,ND,ND,ND,,Curitiba
USISTAMP IND E COMERCIO DE PROD PLASTICOS E METAL LTDA - EPP,ND,ND,ND,ND,,Araucária
UTILIMAX COMÉRCIO DE UTILIDADES DOMÉSTICAS LTDA.,ND,ND,ND,ND,,Curitiba
V N VIANA COMPANHIA LTDA,ND,ND,ND,ND,,Curitiba
V WEISS & CIA LTDA,ND,ND,ND,ND,,Curitiba
V.D MECÂNICA DIESEL E COMÉRCIO DE P LTDA ME.,ND,ND,ND,ND,,Fazenda Rio Grande
VACCINAR INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,,Pinhais
VAL/PAX DO BRASIL LTDA,ND,ND,ND,ND,,São José dos Pinhais
VALDECI ANTUNES DA SILVA FERRAGENS - EPP,ND,ND,ND,ND,,Colombo
VALDECI BARBOSA DO PRADO,ND,ND,ND,ND,,Piraquara
VALDIME ALVES BASTISTA ME,ND,ND,ND,ND,,Curitiba
VALDIR BUENO DE FARIA,ND,ND,ND,ND,,São José dos Pinhais
VALDIR CORREA,ND,ND,ND,ND,,Curitiba
VALE FERTIL INDUSTRIAS ALIMENTICIAS LTDA,ND,ND,ND,ND,,São José dos Pinhais
VALENCIA CHEMICAL SOLUTIONS LTDA,ND,ND,ND,ND,,Colombo
VALENGA & VALENGA LTDA,ND,ND,ND,ND,,Campo Magro
VALENTTE - COM ATAC DE PROD ALIM LTDA,ND,ND,ND,ND,,Araucária
VALID SOLUÇÕES E SERVIÇOS DE SEGURA EM MEIOS DE PAGAMENTO E IDENTIFICAÇ,ND,ND,ND,ND,,Curitiba
