Empresa,Receita Líq.,Lucro Líquido,Rentabilidade Receita,Capital de Giro,Sub-região,Cidade
INSTITUICAO ADVENTISTA SUL BRASILEIRA DE SAUDE,ND,ND,ND,ND,,Curitiba
INSTITUICAO ADVENTISTA SUL BRASILEIRA DE SAUDE,ND,ND,ND,ND,,Curitiba
INSTITUTO DE BIOLOGIA MOLECULAR DO PARANA - IBMP,ND,ND,ND,ND,,Curitiba
INSTITUTO DE SAUDE DO PARANA,ND,ND,ND,ND,,Curitiba
INSTITUTO DE TECNOLOGIA DO PARANA,ND,ND,ND,ND,,Araucária
INSTITUTO DE TECNOLOGIA DO PARANA,ND,ND,ND,ND,,Curitiba
INSTITUTO HALSTED LTDA,ND,ND,ND,ND,,Curitiba
INSTITUTO HIPE LAB,ND,ND,ND,ND,,Curitiba
INSTITUTO LATINO AMERICANO DE PESQ. E ENSINO ODONT. ILAPEO LTDA,ND,ND,ND,ND,,Curitiba
INSTITUTO NACIONAL DE PROCESSAMENTO DE EMBALAGENS VAZIAS - INPEV,ND,ND,ND,ND,,Contenda
INSTITUTO PASQUINI DE HEMOTERAPIA E HEMATOLOGIA LTDA,ND,ND,ND,ND,,Curitiba
INSTITUTO PESOS E MEDIDAS ESTADO PA RANA,ND,ND,ND,ND,,Curitiba
INSTITUTO PRESBITERIANO MACKENZIE,ND,ND,ND,ND,,Curitiba
INSTRUMENTAL SOLUÇÕES METROLOGICAS LTDA - ME,ND,ND,ND,ND,,Curitiba
INSVMETROINSPEÇÃO DE SEGURANÇA VEICULAR METROPOLITANA,ND,ND,ND,ND,,Curitiba
INTECSO - SOLUCOES E INOVACOES EM AGRONEGOCIOS LTDA,ND,ND,ND,ND,,Curitiba
INTERALLI NORTE TERMINAIS LOGISTICOS LTDA,ND,ND,ND,ND,,Curitiba
INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA,ND,ND,ND,ND,,Curitiba
INTERBELLE COMÉRCIO DE PRODUTOS DE BELEZA LTDA.,ND,ND,ND,ND,,Curitiba
INTERCEMENT BRASIL S/A - EM RECUPERACAO JUDICIAL,ND,ND,ND,ND,,Curitiba
INTERPRINT DO BRASIL INDUSTRIA DE PAPEIS DECORATIVOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
INTERPRINT DO BRASIL INDUSTRIA DE PAPEIS DECORATIVOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
INTERSEPT - COMERCIO E INSTALACAO DE SISTEMAS DE SEGURANCA ELETRONICA,ND,ND,ND,ND,,Curitiba
INVESTALIMENTOS S.A,ND,ND,ND,ND,,Campo Largo
INVESTIMÓVEIS EMPREENDIMENTOS S. A,ND,ND,ND,ND,,Rio Branco do Sul
INVESTIMOVEIS EMPREENDIMENTOS S/A,ND,ND,ND,ND,,Curitiba
IOLE MOTTIN SUPERMERCADO LTDA,ND,ND,ND,ND,,Campina Grande do Sul
IOTO INTERNATIONAL INDUSTRIA E COM DE PRODUTOS AROMATICOS LTDA,ND,ND,ND,ND,,Campo Magro
IP COMERCIO EXTERIOR LTDA,ND,ND,ND,ND,,São José dos Pinhais
IPIRANGA PRODUTOS DE PETROLEO S.A,ND,ND,ND,ND,,Araucária
IRENE ZUCHELLI,ND,ND,ND,ND,,Lapa
IRF MEDICAMENTOS LTDA,ND,ND,ND,ND,,Campo Largo
IRINEU BORGES ANHAYA,ND,ND,ND,ND,,São José dos Pinhais
IRMANDADE DA SANTA CASA DE MISERICORDIA DE CURITIBA,ND,ND,ND,ND,,Curitiba
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE CURITIBA,ND,ND,ND,ND,,Curitiba
IRMANDANDE EVANGELICA BETANIA,ND,ND,ND,ND,,Colombo
IRMÃOS ASSIS SUPERMERCADOS LTDA,ND,ND,ND,ND,,Piên
IRMAOS HERMES LTDA - EPP,ND,ND,ND,ND,,Curitiba
IRMAOS HOLLVEG LTDA,ND,ND,ND,ND,,Curitiba
IRMAOS MANSOUR RESTAURANTE LTDA,ND,ND,ND,ND,,Curitiba
IRMÃOS MOTTIN LTDA,ND,ND,ND,ND,,Colombo
IRMÃOS MUFFATO & CIA LTDA,ND,ND,ND,ND,,Curitiba
IRMÃOS MUFFATO & CIA LTDA,ND,ND,ND,ND,,Curitiba
IRMÃOS MUFFATO & CIA LTDA,ND,ND,ND,ND,,Curitiba
IRMÃOS MUFFATO & CIA LTDA,ND,ND,ND,ND,,Curitiba
IRMÃOS MUFFATO & CIA LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
IRMAOS MUFFATO CIA LTDA,ND,ND,ND,ND,,Curitiba
IRMAOS MUFFATO CIA LTDA,ND,ND,ND,ND,,Curitiba
IRMAOS MUFFATO CIA LTDA,ND,ND,ND,ND,,São José dos Pinhais
IRMÃOS MUFFATO COMPANHIA LTDA,ND,ND,ND,ND,,Curitiba
IRMÃOS MUFFATO E CIA LTDA,ND,ND,ND,ND,,Curitiba
IRMÃOS MUFFATO E CIA LTDA,ND,ND,ND,ND,,Curitiba
IRMÃOS MUFFATO E COMPANHIA LTDA,ND,ND,ND,ND,,Curitiba
IRMAOS MUFFATO S.A,ND,ND,ND,ND,,Curitiba
IRMAOS RODRIGUES E PASTRE ATACADO E VAREJO LTDA,ND,ND,ND,ND,,Curitiba
IRON MOUNTAIN DO BRASIL LTDA,ND,ND,ND,ND,,Curitiba
IRRIGABRASIL INDUSTRIA E COMERCIO DE MAQUINAS LTDA,ND,ND,ND,ND,,Pinhais
IS INDÚSTRIA METALÚRGICA LTDA,ND,ND,ND,ND,,São José dos Pinhais
ISABELLE VIANNA TRAVISAN,ND,ND,ND,ND,,Curitiba
ISMAEL BENEDIKT DE OLIVEIRA,ND,ND,ND,ND,,Curitiba
ISMAEL STABENOW,ND,ND,ND,ND,,Pinhais
ISOESTE SUL INDUSTRIA COMERCIO DE CONSTRUTIVOS ISOTERMICOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
ISOGAMA INDUSTRIA QUIMICA LTDA,ND,ND,ND,ND,,São José dos Pinhais
ISRAEL PERES GONCALVES,ND,ND,ND,ND,,Curitiba
ISRAEL SIMAS DOS SANTOS,ND,ND,ND,ND,,Piraquara
ISRINGHAUSEN INDUSTRIAL LTDA.,ND,ND,ND,ND,,Fazenda Rio Grande
ISWARA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,ND,ND,ND,ND,,Curitiba
ITAETE MOVIMENTAÇÃO LOGISTICA LTDA,ND,ND,ND,ND,,Araucária
ITAIPU BINACIONAL,ND,ND,ND,ND,,Curitiba
"ITALBOTAS - INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA",ND,ND,ND,ND,,Curitiba
ITALO BENVENUTI CAPRARO,ND,ND,ND,ND,,Curitiba
ITALO RICARDO SESTARI SASSO,ND,ND,ND,ND,,Curitiba
ITALO SUPERMERCADOS LTDA,ND,ND,ND,ND,,Curitiba
ITALO SUPERMERCADOS LTDA,ND,ND,ND,ND,,Curitiba
ITALO SUPERMERCADOS LTDA,ND,ND,ND,ND,,Curitiba
ITAUTEC PHILCO SA - GRUPO ITAUTEC P HILCO,ND,ND,ND,ND,,Curitiba
ITHIBAN COMERCIO DE COMBUSTIVEIS LTDA,ND,ND,ND,ND,,Curitiba
ITW FEG DO BRASIL INDÚSTRIA E COMÉR LTDA,ND,ND,ND,ND,,Curitiba
IUMAR PEREIRA CARMO,ND,ND,ND,ND,,Curitiba
IVACIR DA SILVA,ND,ND,ND,ND,,Curitiba
IVANI MARIA PEREIRA SCHADE,ND,ND,ND,ND,,Curitiba
IVENS TORRES RIBEIRO,ND,ND,ND,ND,,Araucária
IVO DORBERTH JUNIOR,ND,ND,ND,ND,,Curitiba
IZAEL MORAES DE OLIVEIRA,ND,ND,ND,ND,,Campina Grande do Sul
J B EQUIPAMENTOS LTDA,ND,ND,ND,ND,,Curitiba
J L FERREIRA DA ROCHA & CIA LTDA,ND,ND,ND,ND,,Fazenda Rio Grande
J M S INDUSTRIA E COMERCIO - EIRELI,ND,ND,ND,ND,,São José dos Pinhais
J MARLUCELLI CONSTRUTORA DE OBRAS S/A,ND,ND,ND,ND,,Curitiba
J MIARA COMÉRCIO DE PÃES E DOCES LTDA,ND,ND,ND,ND,,Curitiba
J P MOCELIM INDUSTRIA DE CALCARIO LTDA,ND,ND,ND,ND,,Colombo
J R SCHIOCHTT & CIA LTDA,ND,ND,ND,ND,,Curitiba
J&T EXPRESS BRAZIL LTDA.,ND,ND,ND,ND,,Curitiba
J. ARAUJO & CIA LTDA,ND,ND,ND,ND,,Curitiba
J. CORDEIRO DE FRANÇA MINIMERCADO EIRELI - ME,ND,ND,ND,ND,,Cerro Azul
J. FERRO & CIA LTDA - ME,ND,ND,ND,ND,,Curitiba
J. PROLAB INDUSTRIA E COMERCIO DE PRODUTOS PARA LABORATORIO LTDA,ND,ND,ND,ND,,São José dos Pinhais
J.BERTUCCI & BERTUCCI LTDA,ND,ND,ND,ND,,Curitiba
J.D ASSIS COMÉRCIO DE ELETRÔNICOS LTDA ME,ND,ND,ND,ND,,Curitiba
J.SILVA & S.SILVA LTDA,ND,ND,ND,ND,,Curitiba
JABOTI MIX CONCRETO E ARGAMASSA LTDA,ND,ND,ND,ND,,Lapa
JACINTA UHLMANN,ND,ND,ND,ND,,Curitiba
JACOBINA RESTAURANTE LTDA ME,ND,ND,ND,ND,,Curitiba
JACOMAR SUPERMERCADOS,ND,ND,ND,ND,,São José dos Pinhais
JAGUAFRANGOS IND E COM DE ALIM LTDA,ND,ND,ND,ND,,São José dos Pinhais
JAIME ATANASIO MARTINI SAN MARTIN,ND,ND,ND,ND,,Araucária
JAIR MATUCHASKI,ND,ND,ND,ND,,Campina Grande do Sul
JAIRO - FERTIL AGRO,ND,ND,ND,ND,,Curitiba
JAIRO MARCOS DO NASCIMENTO SANTOS,ND,ND,ND,ND,,Curitiba
JAIRO OBLADEN ME,ND,ND,ND,ND,,Cerro Azul
JALL CARDS CARTOES E SERVIÇOS LTDA,ND,ND,ND,ND,,Colombo
JAMEF TRANSPORTES EIRELI,ND,ND,ND,ND,,Curitiba
JANDER CAUVILLA COUTINHO 03455468900,ND,ND,ND,ND,,São José dos Pinhais
JANDIR SCUZZIATO,ND,ND,ND,ND,,Curitiba
JANDIRA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,ND,ND,ND,ND,,Pinhais
JANE MARIA INOCENCIO PECCININ,ND,ND,ND,ND,,Curitiba
JASMINE COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,ND,ND,ND,ND,,Campina Grande do Sul
JAZIDAS AUGUSTYN LTDA - ME,ND,ND,ND,ND,,Balsa Nova
JBS S.A.,ND,ND,ND,ND,,Curitiba
JBS S/A,ND,ND,ND,ND,,São José dos Pinhais
JE INDUSTRIA E COMERCIO DE PLASTICOS LTDA,ND,ND,ND,ND,,Almirante Tamandaré
JEA SUL INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,,Curitiba
JEANE FATIMA DE DEUS BUENO CASA,ND,ND,ND,ND,,Colombo
JEANNE PIEGEL,ND,ND,ND,ND,,Curitiba
JEANNE PIEGEL ME,ND,ND,ND,ND,,Curitiba
JEASTEEC INFORMATICA LTDA - ME,ND,ND,ND,ND,,Curitiba
JEFERSON PUPPI WANDERLEY,ND,ND,ND,ND,,Curitiba
JEFERSON SOUZA FONSECA RIBAS,ND,ND,ND,ND,,Curitiba
JENNIFER GOMES DE CAMPOS,ND,ND,ND,ND,,Curitiba
JERIEL MIRANDA BATISTA,ND,ND,ND,ND,,Almirante Tamandaré
JETOTEC SOLUCOES COMERCIAIS LTDA,ND,ND,ND,ND,,São José dos Pinhais
JIB GUINDASTES LTDA,ND,ND,ND,ND,,Curitiba
JJB INDUSTRIA QUIMICA LTDA,ND,ND,ND,ND,,Curitiba
JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIO S/A,ND,ND,ND,ND,,Curitiba
JJGC INDUSTRIA E COMERCIO DE MATERIAIS DENTARIOS S.A,ND,ND,ND,ND,,Curitiba
JJGC INDUSTRIA E COMERCIO DE MATERIAIS DENTARIOS S.A,ND,ND,ND,ND,,Curitiba
JK MANUTENCAO INDUSTRIAL EIRELI,ND,ND,ND,ND,,Curitiba
JOÃO BATISTA CHIARELLO,ND,ND,ND,ND,,Curitiba
JOÃO CELITO MIQUELASSO QUILO - ME,ND,ND,ND,ND,,Balsa Nova
JOÃO DA SILVA RIBEIRO,ND,ND,ND,ND,,Curitiba
JOÃO DOMINGOS SALVADOR,ND,ND,ND,ND,,Curitiba
JOÃO FRANCISCO FERREIRA TRANSPORTES,ND,ND,ND,ND,,Pinhais
JOÃO GOMES DE OLIVEIRA,ND,ND,ND,ND,,Colombo
JOAO OBLADEN - ME,ND,ND,ND,ND,,Cerro Azul
JOÃO RICARDO BROTTO,ND,ND,ND,ND,,Curitiba
JOÃO VALDECI SANTANA DE DEUS,ND,ND,ND,ND,,Almirante Tamandaré
JOCELIA TEREZINHA SANTOS MANOSSO,ND,ND,ND,ND,,Curitiba
JOCKEY CLUB PARANA,ND,ND,ND,ND,,Curitiba
JOEL SERAFIM GONCALVES,ND,ND,ND,ND,,Rio Branco do Sul
JOGO RAPIDO USINAGEM DE PEÇAS LTDA ME,ND,ND,ND,ND,,Colombo
JOHNNY CAMPOS DA SILVA,ND,ND,ND,ND,,Colombo
JOHNSON & JOHNSON DO BRASIL IND E COMERCIO DE PRODUTOS PARA SAUDE LTD,ND,ND,ND,ND,,Curitiba
JOHNSON CONTROLS BE DO BRASIL LTDA,ND,ND,ND,ND,,Pinhais
JOINT BILL REPRESENTACOES COMERCIAI S LTDA,ND,ND,ND,ND,,Curitiba
JONAS C CORDEIRO & CIA LTDA,ND,ND,ND,ND,,São José dos Pinhais
JONAS ROBERTO PEDROSA,ND,ND,ND,ND,,Fazenda Rio Grande
JONE FAGUNDES QUEIROZ,ND,ND,ND,ND,,Colombo
JORGE JOÃO EVALDT PIROLLI,ND,ND,ND,ND,,Curitiba
JOSAPAR JOAQUIM OLIVEIRA S A PARTICIPAÇÕES,ND,ND,ND,ND,,Campo Largo
JOSÉ ALCEU DA ROCHA & CIA LTDA,ND,ND,ND,ND,,São José dos Pinhais
JOSÉ ALMIR FERREIRA - ME,ND,ND,ND,ND,,Balsa Nova
JOSE ANTONIO MARREGA,ND,ND,ND,ND,,Curitiba
JOSE APARECIDO ALVES 39963853820,ND,ND,ND,ND,,Curitiba
JOSE APARECIDO O TAVORA,ND,ND,ND,ND,,Curitiba
JOSE CARLITO NOVATZKI,ND,ND,ND,ND,,São José dos Pinhais
JOSE CARLOS MIGUEL DA SILVA,ND,ND,ND,ND,,Curitiba
JOSE CARLOS MIGUEL SILVA,ND,ND,ND,ND,,Curitiba
JOSE DOMINGOS LINARES LTDA,ND,ND,ND,ND,,Curitiba
JOSÉ EURIDES LANGNER,ND,ND,ND,ND,,Curitiba
JOSE INACIO LOYOLA MARTINEZ DIAZ,ND,ND,ND,ND,,Curitiba
JOSE ISIDIO DE SOUZA,ND,ND,ND,ND,,Pinhais
JOSÉ MARIA DE JESUS,ND,ND,ND,ND,,Curitiba
JOSÉ PAULO DE AGUIAR,ND,ND,ND,ND,,São José dos Pinhais
JOSÉ PAULO VANZO,ND,ND,ND,ND,,Curitiba
JOSE REINALDO DA CRUZ,ND,ND,ND,ND,,Fazenda Rio Grande
JOSMANTEC IND COM ART METAL PLAST L TDA,ND,ND,ND,ND,,Curitiba
JOSUE JOAQUIM DOS SANTOS & CIA LTDA,ND,ND,ND,ND,,Piraquara
JOTA ELE CONSTRUCOES CIVIS S/A,ND,ND,ND,ND,,Curitiba
JTEKT AUTOMOTIVA BRASIL LTDA,ND,ND,ND,ND,,São José dos Pinhais
JTR FARMACIA HOMEOPATICA E PRODUTOS NATURAIS LTDA,ND,ND,ND,ND,,Curitiba
JUAREZ BORTOLI,ND,ND,ND,ND,,Curitiba
JUAREZ LOIOLA,ND,ND,ND,ND,,Curitiba
JUCINEI MATUCHAKI - ME,ND,ND,ND,ND,,Pinhais
JULIANA MASUOKA,ND,ND,ND,ND,,Curitiba
JULIANA MILES FIGUEIREDO DE LIMA,ND,ND,ND,ND,,Curitiba
JULIANA YOKO MATUDA,ND,ND,ND,ND,,Curitiba
JULIANO BISPO DOS SANTOS,ND,ND,ND,ND,,São José dos Pinhais
JULIANO DA CASTRO SANTOS,ND,ND,ND,ND,,São José dos Pinhais
JULIATTO FOGIATTO COMPANHIA LTDA,ND,ND,ND,ND,,São José dos Pinhais
JULIO CESAR HOFMANN,ND,ND,ND,ND,,Pinhais
JULIO CEZAR FERREIRA BATISTA,ND,ND,ND,ND,,Curitiba
JULIO STAMPA DISTRIBUIDOR DE ALIMENTOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
JÚPTER COMÉRCIO DE PRESENTES LTDA,ND,ND,ND,ND,,Curitiba
JUSCELINO OSSAMU FUJISAWA,ND,ND,ND,ND,,Colombo
JUSTIÇA FEDERAL DE PRIMEIRO GRAU -P,ND,ND,ND,ND,,Curitiba
JV MARKETPLACE JEWELLERY COMERCIO DE JOIAS E RELOGIOS LTDA.,ND,ND,ND,ND,,Curitiba
K & G AUTOMAÇAO COMERCIAL LTDA,ND,ND,ND,ND,,Curitiba
K & S ALIMENTOS S/A,ND,ND,ND,ND,,Curitiba
K ALIMENTOS - INDUSTRIA DE LATICINIOS LTDA,ND,ND,ND,ND,,Balsa Nova
KABEL INDUSTRIA E COMERCIO DE CHICOTES ELETRICOS LTDA,ND,ND,ND,ND,,Almirante Tamandaré
KAIO MURILO DA SILVA ZILLI,ND,ND,ND,ND,,Curitiba
KAISER & TOLEDO INSTALAÇÃO E MANUTENÇÃO INDUSTRIAL LTDA,ND,ND,ND,ND,,Curitiba
KALAY DO BRASIL LTDA,ND,ND,ND,ND,,Pinhais
KALUNGA COMERCIO INDUSTRIA GRAFICA LTDA,ND,ND,ND,ND,,Curitiba
KALVA E CIA LTDA ME,ND,ND,ND,ND,,Araucária
KAPAZI INDUSTRIA E COMERCIO DE CAPACHOS LTDA,ND,ND,ND,ND,,Almirante Tamandaré
KAPERSUL INDÚSTRIA E COMÉRCIO DE PAPÉIS LTDA,ND,ND,ND,ND,,Araucária
KAPERSUL INDÚSTRIA E COMÉRCIO DE PAPÉIS S.A,ND,ND,ND,ND,,Curitiba
KARIMAS CONFEITARIA LTDA,ND,ND,ND,ND,,Curitiba
KARINE PATRICIA PICCOLI,ND,ND,ND,ND,,Curitiba
KARLA KARINE BOOS,ND,ND,ND,ND,,Curitiba
KASUL TRANSPORTES RODOVIARIOS DE CARGAS LTDA -EPP,ND,ND,ND,ND,,Curitiba
KASVI IMP E DISTR DE PRODUTOS PARA LABORATORIOS LTDA,ND,ND,ND,ND,,Curitiba
KATI COMERCIAL ALIMENTÍCIO LTDA,ND,ND,ND,ND,,Curitiba
KATOEN NATIE DO BRASIL LTDA,ND,ND,ND,ND,,Araucária
KATOEN NATIE DO BRASIL LTDA,ND,ND,ND,ND,,Araucária
KAVA SERVIÇOS DE ALIMENTAÇÃO LTDA - ME,ND,ND,ND,ND,,Campo Magro
KDZ ALIMENTOS EIRELI ME,ND,ND,ND,ND,,Pinhais
KEIPER DO BRASIL LTDA,ND,ND,ND,ND,,São José dos Pinhais
KEIPER TECNOLOGIA DE ASSENTOS AUTOMTIVOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
KELPLAST IND E COM DE PLASTICOS LTDA,ND,ND,ND,ND,,Pinhais
KEMELLY PANIFICADORA E CONFEITARIA LTDA,ND,ND,ND,ND,,Curitiba
KENDS GRILL RESTAURANTE LTDA,ND,ND,ND,ND,,Curitiba
KENJI INDUSTRIA QUIMICA LTDA,ND,ND,ND,ND,,São José dos Pinhais
KENYA GRESSIELY DE SOUZA SATO,ND,ND,ND,ND,,Curitiba
KEOPS INDÚSTRIA GRÁFICA S.A.,ND,ND,ND,ND,,Curitiba
KEYTY ADMINISTRADORA DE BENS E PARTICIPAÇÕES LTDA,ND,ND,ND,ND,,Pinhais
KF COMERCIO DE RAÇÕES LTDA,ND,ND,ND,ND,,Curitiba
K-FORT-LINE COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA LTDA,ND,ND,ND,ND,,Curitiba
KHARINA ALIMENTOS LTDA,ND,ND,ND,ND,,Curitiba
KHEMANI RESTAURANTE LTDA,ND,ND,ND,ND,,Curitiba
KIKA FERRAGENS LTDA,ND,ND,ND,ND,,Curitiba
KILK COM REPRESENT COMERCIAL LTDA,ND,ND,ND,ND,,Curitiba
KINDERHERZ INDUSTRIA E COMERCIO LTDA-ME,ND,ND,ND,ND,,Curitiba
KINGSPAN - ISOESTE CONSTRUTIVOS ISOTERMICOS S/A,ND,ND,ND,ND,,São José dos Pinhais
KLARIND´PROCESSO DE HIGIENE E LOCAÇÕES TEXTEIS LTDA,ND,ND,ND,ND,,Pinhais
KLOECKNER METALS BRASIL LTDA,ND,ND,ND,ND,,Araucária
KLOECKNER METALS BRASIL S.A,ND,ND,ND,ND,,Curitiba
KLUMPP COATINGS DO BRASIL LTDA,ND,ND,ND,ND,,Curitiba
KM MULTIMODAL TRANSPORTADORA E LOGISTICA LTDA,ND,ND,ND,ND,,São José dos Pinhais
KMIECIK REPRESENTACAO COMERCIAL LTDA,ND,ND,ND,ND,,Curitiba
KNAPP SUDAMERICA,ND,ND,ND,ND,,São José dos Pinhais
KNAPP SUDAMÉRICA LOGÍSTICA E AUTOMAÇÃO LTDA,ND,ND,ND,ND,,São José dos Pinhais
KOBRA EQUIPAMENTOS INDUSTRIAIS LTDA,ND,ND,ND,ND,,São José dos Pinhais
KOGA AGRO DISTRIBUIDORA LTDA,ND,ND,ND,ND,,Curitiba
KOLTUN & COLATUSSO LTDA,ND,ND,ND,ND,,Campo Largo
KOLTUN & COLATUSSO LTDA,ND,ND,ND,ND,,Curitiba
KOM PLASTICOS LTDA,ND,ND,ND,ND,,Pinhais
KOMATSU FOREST IND COM MAQ FLORESTA IS LT,ND,ND,ND,ND,,Pinhais
KONDUSTEC IND COM CHICOTES ELETRICOS LTDA,ND,ND,ND,ND,,Colombo
KONTINUER ENGENHARIA E INDUSTRIA S.A.,ND,ND,ND,ND,,Curitiba
KOVALSKI E KOSOWSKI LTDA,ND,ND,ND,ND,,Curitiba
KOZIMAQ COM DE EQUIPAMENTOS PARA GASTRONOMIA LTDA.,ND,ND,ND,ND,,Curitiba
KPL ADVISOR LTDA,ND,ND,ND,ND,,Curitiba
KR 2 - INDÚSTRIA E COMÉRCIO DE ALIMENTOS EIRELI - ME,ND,ND,ND,ND,,Curitiba
KR 2 - INDUSTRIA E COMERCIO DE ALIMENTOS LTDA - ME,ND,ND,ND,ND,,Curitiba
KUHLMANN MONITORAMENTO AGRÍCOLA LTDA,ND,ND,ND,ND,,Pinhais
KUHN-MONTANA INDUSTRIA DE MAQUINAS S/A,ND,ND,ND,ND,,São José dos Pinhais
KUSMA & CIA LTDA,ND,ND,ND,ND,,Colombo
KUSMA & CIA LTDA,ND,ND,ND,ND,,Curitiba
KWS MELHORAMENTOS E SEMENTES LTDA,ND,ND,ND,ND,,Curitiba
KYB-MANDO DO BRASIL FABRICANTE DE AUTOPEÇAS S.A.,ND,ND,ND,ND,,Fazenda Rio Grande
L & F COMERCIO E INDUSTRIA DE MOVEIS LTDA,ND,ND,ND,ND,,Campo Largo
L LARA & CIA LTDA,ND,ND,ND,ND,,Curitiba
L S SERVICOS TECNICOS LTDA,ND,ND,ND,ND,,Colombo
L. SOUZA SILVA FERRAGENS LTDA,ND,ND,ND,ND,,Curitiba
L.F. TEDESCHINI - BALANCAS,ND,ND,ND,ND,,Curitiba
LA FOOD INDUSTRY LTDA.,ND,ND,ND,ND,,Curitiba
LAB SOLUCOES TECNOLOGICAS LTDA,ND,ND,ND,ND,,Curitiba
LABCONSER COM E ASSISTENCIA TECNICA DE EQUIPAMENTOS CIENTIFICOS LTDA,ND,ND,ND,ND,,Curitiba
LABORAN ANALISES CLINICAS,ND,ND,ND,ND,,São José dos Pinhais
LABORATORIO DE ANALISES CLINICA CABORACY KOSOP LTDA,ND,ND,ND,ND,,Campina Grande do Sul
LABORATORIO DE ANALISES CLINICAS DAS NACOES LTDA,ND,ND,ND,ND,,Curitiba
LABORATÓRIO DE ANALISES CLINICAS SANTA CRUZ S/C LTDA,ND,ND,ND,ND,,Curitiba
LABORATORIO DE METROLOGIA LENZI LTDA,ND,ND,ND,ND,,São José dos Pinhais
LABORATORIO DE METROLOGIA LTDA,ND,ND,ND,ND,,São José dos Pinhais
LABORATORIO PRADO S/A,ND,ND,ND,ND,,Curitiba
LABORATÓRIOS CALBOS LTDA.,ND,ND,ND,ND,,Curitiba
LABORATUS EQUIPAMENTOS E MANUTENCAO LTDA,ND,ND,ND,ND,,Curitiba
LABORCLIN PROD PARA LABORATORIOS LTDA,ND,ND,ND,ND,,Pinhais
LABSTORE EQUIPAMENTOS PARA LABORATORIOS LTDA ME,ND,ND,ND,ND,,Curitiba
LABTHOL COMERCIAL CINETIFICA LTDA - ME,ND,ND,ND,ND,,Curitiba
LACOZÍ ALIMENTOS LTDA - ME,ND,ND,ND,ND,,Curitiba
LACTEC INSTITUTO TECN DESENVOLVIMEN TO,ND,ND,ND,ND,,Curitiba
LADECOM - LABORATORIO DE PESQUISA E DESENVOLVIMENTO DE COSMETICOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
LAERSION JORGE BADOTTI,ND,ND,ND,ND,,Curitiba
LAFORT MALHAS INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,,Curitiba
LAJESMOR ARTEFATOS DE CIMENTO LTDA,ND,ND,ND,ND,,Balsa Nova
LAMIEX INDUSTRIA DE PLASTICOS LTDA,ND,ND,ND,ND,,Pinhais
LAMIGRAF DO BRASIL INDUSTRIA E COMERCIO DE PAPEIS DECORATIVOS LTDA,ND,ND,ND,ND,,São José dos Pinhais
LAMINADOS VALLIMPLAST FABRICACAO E COMERCIO DE PLASTICOS LTDA,ND,ND,ND,ND,,Contenda
LANCHONETE BUFFET VEROMAR LTDA,ND,ND,ND,ND,,Curitiba
LANDIS GYR EQUIPAMENTOS MEDICAO LTD A,ND,ND,ND,ND,,Curitiba
LANGON COSMETICOS LTDA,ND,ND,ND,ND,,Curitiba
LASERFLEX MATRIZES GRAFICAS LTDA,ND,ND,ND,ND,,Pinhais
LATASA GARIMPEIRO URBANO SUL COMERCIO DE METAIS LTDA,ND,ND,ND,ND,,Araucária
LATINEX IMPORTACAO E EXPORTACAO DE ALIMENTOS - LTDA,ND,ND,ND,ND,,Curitiba
LATINEX INTERNATIONAL IMPORTACAO E EXPORTACAO LTDA,ND,ND,ND,ND,,Curitiba
LAUDICÉIA BORGES DE BARROS GONÇALVES,ND,ND,ND,ND,,Curitiba
LAVANDERIA 6 ESTRELAS LTDA - ME,ND,ND,ND,ND,,Curitiba
LAVANDERIA LAVA SETE LTDA - ME,ND,ND,ND,ND,,Curitiba
LAVERDE SCOTINI LTDA,ND,ND,ND,ND,,Curitiba
LAVITTA ENGENHARIA CIVIL LTDA,ND,ND,ND,ND,,Curitiba
LAVOURA E PECUARIA IGARASHI LTDA,ND,ND,ND,ND,,Curitiba
LAVRA IND. E COM. DE CÁLCARIO E PEDRA BRITA LTDA,ND,ND,ND,ND,,Almirante Tamandaré
LBM SUPER COMERCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,,Curitiba
LC CARDOSO REPR COMERCIAIS LTDA,ND,ND,ND,ND,,Curitiba
LCDEX PERFURACAO E DESMONTE DE ROCHAS LTDA,ND,ND,ND,ND,,Bocaiúva do Sul
LCL IND E COM DE BALANÇAS LTDA,ND,ND,ND,ND,,Curitiba
